,process_id,ifo,end_time,end_time_ns,eff_distance,coa_phase,mass1,mass2,snr,chisq,chisq_dof,bank_chisq,bank_chisq_dof,sigmasq,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,template_duration,event_id,Gamma0,Gamma1
93,0,H1,1267056248,520906192,,0.7044572,1.454755,1.399413,4.7317643,0.6881864,1,4.7317643,0,4074235.638794563,0.0,0.0,0.0,0.0,0.0,0.0,54.36964283269496,26617,4486741.0,0.0
94,0,H1,1267056251,980452990,,0.03814515,1.54434,1.284383,4.3375363,1.1283265,1,4.1696153,0,3982045.271657503,0.0,0.0,0.0,0.0,0.0,0.0,55.6158244438548,26954,7595963.0,0.0
95,0,L1,1267056251,975953663,,3.0404704,1.54434,1.284383,4.379433,1.0761635,1,4.278869,0,5067153.272067214,0.0,0.0,0.0,0.0,0.0,0.0,55.6158244438548,27028,7595963.0,0.0
96,0,L1,1267056254,648460670,,-2.5766518,1.565714,1.25498,4.242032,1.1104656,1,4.100662,0,5024664.864970379,0.0,0.0,0.0,0.0,0.0,0.0,56.08144576004894,27318,8227147.0,0.0
97,0,H1,1267056256,14392679,,0.21022922,1.430785,1.37667,4.1238437,1.2104495,1,3.862793,0,3964633.260174705,0.0,0.0,0.0,0.0,0.0,0.0,55.85676979377371,27546,7843243.0,0.0
98,0,L1,1267056256,5974630,,-0.016441554,1.430785,1.37667,4.162211,0.85776913,1,4.162211,0,5044983.041624538,0.0,0.0,0.0,0.0,0.0,0.0,55.85676979377371,27611,7843243.0,0.0
99,0,H1,1267056260,782579888,,-2.0432153,1.438091,1.383619,4.319261,0.81110656,1,4.319261,0,3997959.215590388,0.0,0.0,0.0,0.0,0.0,0.0,55.39602700400919,28104,7243933.0,0.0
100,0,H1,1267056260,270793807,,0.7805169,1.438436,1.383923,4.3763547,1.0360683,1,4.3288584,0,3999477.666310859,0.0,0.0,0.0,0.0,0.0,0.0,55.37521548783005,28105,7241153.0,0.0
101,0,L1,1267056260,267113834,,-1.8201847,1.438436,1.383923,4.1377563,0.91281533,1,4.1377563,0,5089333.728311725,0.0,0.0,0.0,0.0,0.0,0.0,55.37521548783005,28175,7241153.0,0.0
102,0,H1,1267056270,939447558,,0.5039545,1.436081,1.381717,4.192396,1.3819484,1,3.7193468,0,3988803.483259776,0.0,0.0,0.0,0.0,0.0,0.0,55.52184676522752,29257,7530391.0,0.0
103,0,L1,1267056270,937534225,,-2.2486506,1.436081,1.381717,4.3572164,1.4368078,1,3.799626,0,5075747.279016501,0.0,0.0,0.0,0.0,0.0,0.0,55.52184676522752,29345,7530391.0,0.0
104,0,L1,1267056270,314436288,,1.3601711,1.468,1.41202,4.2538524,0.73750514,1,4.2538524,0,5262357.535637242,0.0,0.0,0.0,0.0,0.0,0.0,53.57395665006014,29402,2367525.0,0.0
105,0,H1,1267056278,860240388,,0.8306171,1.45269,1.397448,4.5198455,0.795242,1,4.5198455,0,4064734.713595284,0.0,0.0,0.0,0.0,0.0,0.0,54.49540378102942,30396,5141596.0,0.0
106,0,L1,1267056278,850056416,,2.930331,1.45269,1.397448,4.3763585,0.7913326,1,4.3763585,0,5172398.14015455,0.0,0.0,0.0,0.0,0.0,0.0,54.49540378102942,30493,5141596.0,0.0
107,0,H1,1267056279,772802925,,1.8311398,1.565714,1.25498,4.4497414,1.1167816,1,4.292968,0,3948661.403504023,0.0,0.0,0.0,0.0,0.0,0.0,56.08144576004894,30546,8227147.0,0.0
108,0,L1,1267056279,428682536,,2.551548,1.470143,1.414023,4.289816,0.80277437,1,4.289816,0,5274880.679587913,0.0,0.0,0.0,0.0,0.0,0.0,53.44813069311937,30658,1583029.0,0.0
109,0,H1,1267056285,452928516,,0.7735801,1.475155,1.424845,4.6245127,1.0641745,1,4.5350766,0,4183217.862383183,0.0,0.0,0.0,0.0,0.0,0.0,52.96773693676906,31395,1560279.0,0.0
110,0,L1,1267056285,778941081,,1.1052685,1.438762,1.384245,4.04848,1.0523293,1,3.9846716,0,5091266.343088207,0.0,0.0,0.0,0.0,0.0,0.0,55.35442099132051,31407,7234641.0,0.0
111,0,L1,1267056285,444241816,,-2.2273822,1.475155,1.424845,4.2852755,1.0865313,1,4.173446,0,5323242.662739897,0.0,0.0,0.0,0.0,0.0,0.0,52.96773693676906,31450,1560279.0,0.0
